model,model_year,engine_hp,engine_cylinders,driven_wheels,number_of_doors,highway_mpg,city_mpg,popularity,msrp,maker_name,type_name,transmission_type_name,vehicle_size_name,vehicle_style_name,cost_per_unit,units_sold,profit_per_unit
Rio,2015,138.0,4.0,1,4.0,37,27,1720,15290,27,1,0,0,7,14031.91,697466,1258.09
S4,2015,333.0,6.0,3,4.0,28,18,3105,55700,9,0,2,2,2,46730.48,506092,8969.52
Malibu Classic,2008,145.0,4.0,1,4.0,30,22,1385,17935,5,1,0,2,2,16620.43,710090,1314.57
Grand Vitara,2012,166.0,4.0,2,4.0,23,19,481,25249,23,1,0,0,11,22973.16,728033,2275.84
Forenza,2007,127.0,4.0,1,4.0,27,19,481,16499,23,1,0,0,12,15287.69,727477,1211.31
Outback,2015,175.0,4.0,3,4.0,33,25,640,27295,17,1,0,2,11,25324.26,763494,1970.74
QX,2013,400.0,8.0,0,4.0,20,14,190,61350,35,2,0,1,11,49619.21,60692,11730.79
R32,2008,250.0,6.0,3,2.0,23,18,873,32990,4,0,2,0,5,29736.44,908437,3253.56
RX-8,2010,212.0,,0,4.0,23,16,586,32810,2,0,0,0,1,29510.17,804540,3299.83
RX-8,2010,232.0,,0,4.0,22,16,586,26645,2,0,1,0,1,24102.08,828626,2542.92
S7,2016,450.0,8.0,3,4.0,27,17,3105,82900,9,0,2,1,2,63182.36,21847,19717.64
S5,2016,333.0,6.0,3,2.0,26,18,3105,61100,9,0,2,2,0,49781.71,30832,11318.29
Aspire,1996,63.0,4.0,1,2.0,38,29,5657,2000,8,1,1,0,5,1776.57,803050,223.43
Aveo,2010,108.0,4.0,1,4.0,35,27,1385,14250,5,1,1,0,7,12972.28,735719,1277.72
Coupe,1991,164.0,5.0,3,2.0,22,15,3105,2000,9,1,1,0,5,1775.72,862973,224.28
Coupe,2006,390.0,8.0,0,2.0,18,11,238,87577,42,0,2,0,1,71665.34,17640,15911.66
A6,2016,240.0,6.0,3,4.0,38,25,3105,63700,9,4,0,2,2,51645.8,67292,12054.2
A7,2015,310.0,6.0,3,4.0,28,18,3105,69750,9,0,0,1,2,58423.1,52790,11326.9
Accent,2014,138.0,4.0,1,4.0,37,27,1439,16095,19,1,0,0,7,14804.92,699193,1290.08
F-150,2016,282.0,6.0,0,2.0,25,18,5657,26540,8,3,0,1,3,24028.27,805467,2511.73
F-150,2016,282.0,6.0,0,2.0,25,18,5657,26840,8,3,0,1,3,24227.58,816648,2612.42
IS 200t,2016,241.0,4.0,0,4.0,33,22,454,37325,36,0,0,2,2,33534.45,818435,3790.55
Jetta GLI,2014,210.0,4.0,1,4.0,33,23,873,29775,4,2,1,2,2,27624.7,853382,2150.3
Continental,2001,275.0,8.0,1,4.0,23,15,61,39660,30,1,0,1,2,36598.4,808228,3061.6
CTS,2015,272.0,4.0,3,4.0,28,19,1624,47345,10,2,0,1,2,40398.22,460339,6946.78
A3,2016,170.0,4.0,1,4.0,33,23,3105,33600,9,2,2,0,2,30409.88,813817,3190.12
A3,2016,220.0,4.0,3,2.0,32,23,3105,42300,9,2,2,0,0,36747.84,467124,5552.16
F-250,1998,220.0,8.0,0,3.0,18,13,5657,3535,8,1,0,1,4,3213.56,832942,321.44
G Convertible,2012,325.0,6.0,0,2.0,24,16,190,51300,35,0,1,2,0,42671.88,455998,8628.12
Cabrio,2000,115.0,4.0,1,2.0,28,21,873,2473,4,1,1,0,0,2272.79,694835,200.21
Cabrio,2001,115.0,4.0,1,2.0,28,21,873,19600,4,1,1,0,0,17622.92,834682,1977.08
500e,2017,,0.0,1,2.0,103,121,819,31800,32,6,3,0,5,29288.1,864414,2511.9
500,2015,160.0,4.0,1,2.0,34,28,819,22495,32,2,1,0,5,20509.29,830557,1985.71
ALPINA B7,2014,540.0,8.0,0,4.0,25,16,3916,128300,20,0,0,1,2,95352.27,442,32947.73
ALPINA B7,2015,540.0,8.0,3,4.0,24,16,3916,131300,20,0,0,1,2,94352.6,635,36947.4
Cayenne,2016,240.0,6.0,3,4.0,29,20,1715,62300,12,4,0,2,11,51708.24,35989,10591.76
G6,2008,219.0,6.0,1,4.0,26,17,210,23100,29,1,0,2,2,20420.04,694100,2679.96
G6,2009,217.0,6.0,1,2.0,26,17,210,32300,29,1,0,2,0,29333.55,891371,2966.45
Beetle,2015,210.0,4.0,1,2.0,31,23,873,28675,4,2,1,0,5,26564.93,772762,2110.07
Beetle,2015,150.0,4.0,1,2.0,41,31,873,27710,4,4,1,0,5,24462.81,876419,3247.19
F-150,2017,365.0,6.0,0,4.0,25,18,5657,59600,8,1,0,1,9,51172.43,444998,8427.57
Cabriolet,1997,172.0,6.0,1,2.0,22,17,3105,2837,9,1,0,0,0,2559.21,704645,277.79
Dakota,2008,210.0,6.0,2,4.0,19,15,1851,28580,7,1,1,0,4,25652.5,741320,2927.5
Dakota,2008,210.0,6.0,2,4.0,18,14,1851,26280,7,1,0,0,4,23655.99,826766,2624.01
Dakota,2009,210.0,6.0,2,4.0,18,14,1851,29985,7,1,0,0,4,27409.62,880947,2575.38
Dakota,2010,210.0,6.0,0,4.0,20,15,1851,25305,7,1,0,0,9,23235.42,722831,2069.58
E-Series Wagon,2014,225.0,8.0,0,3.0,16,13,5657,32675,8,3,0,2,6,29210.79,817351,3464.21
CR-V,2015,185.0,4.0,3,4.0,33,26,2202,26795,3,1,0,0,11,23739.56,735960,3055.44
CR-V,2015,185.0,4.0,1,4.0,34,27,2202,31645,3,1,0,0,11,28822.8,722054,2822.2
CR-Z,2016,130.0,4.0,1,2.0,38,31,2202,20295,3,1,1,0,5,18276.84,865521,2018.16
Cutlass,1997,155.0,6.0,1,4.0,26,18,26,2000,26,1,0,2,2,1762.89,727344,237.11
CX-7,2010,244.0,4.0,3,4.0,23,17,586,27650,2,2,0,2,11,24843.31,810801,2806.69
CX-7,2010,244.0,4.0,3,4.0,23,17,586,33035,2,2,0,2,11,29667.3,842363,3367.7
Eighty-Eight,1999,205.0,6.0,1,4.0,27,17,26,2210,26,1,0,1,2,1989.09,756155,220.91
Equator,2010,261.0,6.0,0,4.0,20,15,481,25125,23,1,0,0,9,22492.34,795555,2632.66
4 Series Gran Coupe,2015,240.0,4.0,0,4.0,34,23,3916,40300,20,0,0,2,2,35127.27,471942,5172.73
DBS,2010,510.0,12.0,0,2.0,18,12,259,270400,37,0,0,2,1,192796.49,548,77603.51
DBS,2012,510.0,12.0,0,2.0,18,12,259,284976,37,0,0,2,1,223960.36,669,61015.64
Colorado,2016,200.0,4.0,0,4.0,27,20,1385,25980,5,1,0,0,4,23927.27,776702,2052.73
Colt,1992,113.0,4.0,1,4.0,26,21,535,2000,33,1,1,0,12,1857.05,700061,142.95
200,2016,184.0,4.0,1,4.0,36,23,1013,25690,6,3,0,2,2,22880.2,827675,2809.8
200SX,1996,115.0,4.0,1,2.0,36,26,2009,2000,0,1,1,0,1,1820.63,878427,179.37
3-Sep,2009,280.0,6.0,3,4.0,24,15,376,44885,24,2,0,0,12,37466.36,491456,7418.64
3-Sep,2009,210.0,4.0,1,4.0,27,19,376,35315,24,2,0,0,12,32160.14,744854,3154.86
3-Sep,2009,210.0,4.0,1,2.0,27,19,376,44455,24,2,0,0,0,39072.06,492972,5382.94
B-Series Pickup,2000,160.0,6.0,2,4.0,19,15,586,3928,2,1,1,0,4,3492.32,756893,435.68
B-Series Truck,2008,207.0,6.0,2,4.0,19,15,586,22045,2,1,1,0,4,20205.36,736270,1839.64
Cobalt,2008,148.0,4.0,1,4.0,33,24,1385,14410,5,1,1,0,2,13372.08,889916,1037.92
Cobalt,2009,260.0,4.0,1,2.0,30,22,1385,23425,5,2,1,0,1,21502.37,792327,1922.63
Cabriolet,1993,94.0,4.0,1,2.0,27,21,873,2000,4,1,1,0,0,1851.52,888397,148.48
Camaro,2017,275.0,4.0,0,2.0,30,20,1385,35605,5,2,1,2,0,31383.8,852233,4221.2
F-150,2016,282.0,6.0,0,4.0,25,18,5657,37140,8,3,0,1,9,33546.73,894464,3593.27
Forenza,2007,127.0,4.0,1,4.0,27,19,481,15249,23,1,1,0,12,13990.16,705526,1258.84
Mark VIII,1996,280.0,8.0,0,2.0,24,16,61,2000,30,1,0,1,1,1800.75,730285,199.25
Mark VII,1992,225.0,8.0,0,2.0,22,15,61,2000,30,1,0,1,1,1846.26,865207,153.74
New Beetle,2008,150.0,5.0,1,2.0,28,20,873,25740,4,1,0,0,0,23367.19,812399,2372.81
New Beetle,2010,150.0,5.0,1,2.0,28,20,873,18690,4,1,1,0,5,16866.23,807097,1823.77
Equator,2010,261.0,6.0,2,4.0,19,15,481,27825,23,1,0,0,9,25709.67,850288,2115.33
LR4,2014,340.0,6.0,2,4.0,19,14,258,69279,16,0,0,2,11,54944.94,30123,14334.06
Lucerne,2011,292.0,8.0,1,4.0,23,15,155,44460,34,2,0,1,2,38285.0,483848,6175.0
Montero Sport,2003,165.0,6.0,2,4.0,19,15,436,27777,11,1,0,2,11,24863.46,880628,2913.54
MDX,2016,290.0,6.0,3,4.0,26,19,204,55230,28,2,0,2,11,48047.8,440876,7182.2
Phaeton,2005,420.0,12.0,3,4.0,17,11,873,100800,4,2,0,1,2,78629.69,433,22170.31
Phantom Drophead Coupe,2015,453.0,12.0,0,2.0,19,11,86,479775,43,0,0,1,0,348017.75,541,131757.25
Forester,2017,170.0,4.0,3,4.0,32,26,640,25995,17,1,0,2,11,22940.15,812041,3054.85
G Sedan,2011,218.0,6.0,0,4.0,29,20,190,32000,35,2,0,2,2,28755.73,784149,3244.27
G37 Convertible,2010,325.0,6.0,0,2.0,25,17,190,54900,35,0,0,2,0,47640.18,442375,7259.82
Jetta SportWagen,2012,170.0,5.0,1,4.0,31,24,873,21295,4,1,0,0,12,19091.29,745874,2203.71
Ramcharger,1993,230.0,8.0,2,2.0,15,11,1851,2000,7,1,0,2,13,1780.18,893853,219.82
Range Rover Evoque,2015,240.0,4.0,3,4.0,30,21,258,48300,16,2,0,0,11,42378.86,486460,5921.14
GTI,2012,200.0,4.0,1,4.0,31,21,873,30595,4,2,1,0,7,27874.68,815488,2720.32
GTI,2013,200.0,4.0,1,4.0,31,21,873,27295,4,2,1,0,7,24241.28,902432,3053.72
Highlander,2016,270.0,6.0,3,4.0,24,18,2031,38775,13,1,0,2,11,34558.68,708853,4216.32
ILX,2015,201.0,4.0,1,4.0,31,22,204,29350,28,2,1,0,2,27124.57,835905,2225.43
ILX,2017,201.0,4.0,1,4.0,35,25,204,34980,28,2,2,0,2,32370.22,859867,2609.78
CX-5,2015,184.0,4.0,3,4.0,30,24,586,24395,2,1,0,2,11,21666.86,891924,2728.14
EX,2012,297.0,6.0,3,4.0,24,17,190,39500,35,2,0,2,11,35377.89,892239,4122.11
Kizashi,2011,185.0,4.0,1,4.0,29,20,481,24849,23,1,1,2,2,23009.86,846377,1839.14
Kizashi,2011,180.0,4.0,1,4.0,30,23,481,25949,23,1,0,2,2,22976.46,905265,2972.54
NX 200t,2017,235.0,4.0,3,4.0,27,22,454,38585,36,0,0,2,11,34029.8,770021,4555.2
S5,2016,333.0,6.0,3,2.0,28,18,3105,60350,9,0,2,2,1,50773.33,45862,9576.67
Silverado 1500,2017,355.0,8.0,0,4.0,22,16,1385,44350,5,1,0,1,9,38988.63,458429,5361.37
I30,2001,227.0,6.0,1,4.0,24,17,190,29715,35,0,0,2,2,26449.08,779596,3265.92
Jetta SportWagen,2012,170.0,5.0,1,4.0,31,24,873,24210,4,1,0,0,12,21437.69,837850,2772.31
Jetta SportWagen,2012,140.0,4.0,1,4.0,42,30,873,28120,4,4,1,0,12,24997.45,794259,3122.55
Matrix,2011,132.0,4.0,1,4.0,32,26,2031,18845,13,1,1,0,7,17092.04,727683,1752.96
Matrix,2012,132.0,4.0,1,4.0,32,25,2031,19685,13,1,0,0,7,17785.81,896895,1899.19
Prius Prime,2017,121.0,4.0,1,4.0,53,55,2031,28800,13,1,0,0,7,25805.04,877069,2994.96
Frontier,2015,261.0,6.0,0,4.0,22,16,2009,24540,0,1,1,0,4,21647.92,914280,2892.08
S-15 Jimmy,1991,150.0,6.0,2,4.0,18,14,549,2000,14,1,1,2,11,1846.43,901647,153.57
S-15,1990,105.0,4.0,0,2.0,25,21,549,2000,14,1,1,0,3,1849.35,713108,150.65
Protege,2003,130.0,4.0,1,4.0,28,22,586,13680,2,1,1,0,2,12224.75,750402,1455.25
Prowler,1999,253.0,6.0,0,2.0,21,15,535,20105,33,1,0,0,0,18509.28,866647,1595.72
Range Rover Evoque,2015,240.0,4.0,3,4.0,30,21,258,48300,16,2,0,0,11,41756.15,518425,6543.85
Ridgeline,2014,250.0,6.0,2,4.0,21,15,2202,37505,3,1,0,1,9,33566.6,784974,3938.4
S5,2016,333.0,6.0,3,2.0,26,18,3105,67350,9,0,2,2,0,55943.39,25258,11406.61
GLE-Class,2016,577.0,8.0,3,4.0,17,13,617,107100,18,0,0,2,11,85667.17,472,21432.83
Lancer Evolution,2015,303.0,4.0,3,4.0,23,17,436,37995,11,0,1,0,2,33649.3,898403,4345.7
LR2,2013,240.0,4.0,3,4.0,24,17,258,36400,16,2,0,0,11,33061.79,872335,3338.21
M4,2017,425.0,6.0,0,2.0,26,17,3916,74700,20,0,1,2,0,62862.97,37397,11837.03
Kizashi,2011,180.0,4.0,3,4.0,30,23,481,22099,23,1,0,2,2,20115.77,854758,1983.23
Kizashi,2012,180.0,4.0,1,4.0,30,23,481,22299,23,1,0,2,2,20257.81,797529,2041.19
Outback,2016,175.0,4.0,3,4.0,33,25,640,30395,17,1,0,2,11,28154.08,698819,2240.92
Outlander Sport,2015,168.0,4.0,1,4.0,28,23,436,21295,11,1,0,0,11,18796.47,703164,2498.53
Previa,1996,161.0,4.0,0,3.0,20,16,2031,2304,13,1,0,0,8,2086.56,708289,217.44
Previa,1996,161.0,4.0,3,3.0,19,15,2031,2419,13,1,0,0,8,2128.82,882045,290.18
Q40,2015,328.0,6.0,3,4.0,25,18,190,35550,35,0,0,2,2,32146.19,849668,3403.81
Magnum,2007,190.0,6.0,0,4.0,26,18,1851,23370,7,1,0,1,12,21552.69,884810,1817.31
Magnum,2007,425.0,8.0,0,4.0,18,13,1851,37795,7,0,0,1,12,35146.66,814363,2648.34
Crosstour,2013,278.0,6.0,1,4.0,30,20,2202,33540,3,1,0,2,7,30888.11,894149,2651.89
Crosstour,2014,278.0,6.0,1,4.0,30,20,2202,35790,3,1,0,2,7,32632.21,851039,3157.79
E55 AMG,2000,349.0,8.0,0,4.0,21,15,617,6120,18,1,0,2,2,5462.23,747639,657.77
Eclipse Spyder,2011,162.0,4.0,1,2.0,27,20,436,27999,11,1,0,0,0,25398.61,726120,2600.39
Concorde,2003,250.0,6.0,1,4.0,25,17,1013,28805,6,1,0,1,2,25963.0,879875,2842.0
CR-V,2015,185.0,4.0,1,4.0,34,27,2202,23445,3,1,0,0,11,21158.13,800747,2286.87
CX-5,2015,184.0,4.0,3,4.0,30,24,586,26215,2,1,0,2,11,23680.08,871989,2534.92
CX-5,2016,184.0,4.0,1,4.0,33,26,586,28570,2,1,0,2,11,25417.34,732358,3152.66
EX,2013,325.0,6.0,0,4.0,25,17,190,39250,35,2,0,2,11,36170.07,821385,3079.93
Expedition,2016,365.0,6.0,0,4.0,21,15,5657,44410,8,1,0,1,11,38117.97,424425,6292.03
Equinox,2015,182.0,4.0,3,4.0,29,20,1385,27920,5,1,0,0,11,24737.99,724390,3182.01
Equinox,2017,182.0,4.0,1,4.0,32,22,1385,23100,5,1,0,0,11,21229.05,878028,1870.95
F-150,2017,385.0,8.0,2,4.0,21,15,5657,42425,8,3,0,1,9,36682.6,466828,5742.4
FR-S,2015,200.0,4.0,0,2.0,30,22,105,24900,31,0,1,0,1,23121.49,756572,1778.51
GLA-Class,2016,375.0,4.0,3,4.0,29,22,617,49580,18,0,2,0,11,41883.21,517986,7696.79
Envoy XL,2006,291.0,6.0,0,4.0,19,14,549,27380,14,1,0,1,11,24327.37,809619,3052.63
Frontier,2017,261.0,6.0,2,4.0,21,15,2009,36410,0,1,0,0,9,32046.84,891159,4363.16
Frontier,2017,152.0,4.0,0,4.0,23,19,2009,22860,0,1,1,0,4,20572.0,857616,2288.0
Gallardo,2014,560.0,10.0,0,2.0,20,15,1158,198900,25,0,1,0,1,150888.22,537,48011.78
Gallardo,2014,570.0,10.0,3,2.0,20,13,1158,241200,25,0,1,0,1,167999.9,544,73200.1
6 Series,2016,445.0,8.0,0,2.0,25,17,3916,96200,20,0,0,2,0,75703.59,16978,20496.41
6 Series,2017,445.0,8.0,0,2.0,24,17,3916,96500,20,0,0,2,0,76438.64,24747,20061.36
ATS Coupe,2016,272.0,4.0,0,2.0,31,22,1624,47605,10,2,0,0,1,39793.01,492903,7811.99
B-Series Pickup,1998,150.0,6.0,2,2.0,20,15,586,2930,2,1,1,0,3,2623.65,740497,306.35
Bonneville,2004,205.0,6.0,1,4.0,27,18,210,27185,29,1,0,1,2,24219.17,721526,2965.83
Cavalier,2005,140.0,4.0,1,2.0,33,23,1385,14410,5,1,1,0,1,13125.57,914803,1284.43
Acadia,2016,281.0,6.0,1,4.0,22,15,549,36755,14,1,0,2,11,32933.82,866351,3821.18
Acadia,2017,310.0,6.0,3,4.0,25,18,549,46920,14,1,0,2,11,39516.57,507723,7403.43
4 Series Gran Coupe,2016,300.0,6.0,0,4.0,31,20,3916,47950,20,0,0,2,2,42048.08,514918,5901.92
Frontier,2017,261.0,6.0,2,4.0,21,16,2009,29700,0,1,1,0,9,26419.32,792744,3280.68
Impreza,2017,152.0,4.0,3,4.0,37,28,640,24595,17,1,0,0,7,21999.13,716214,2595.87
Navigator,2017,380.0,6.0,0,4.0,21,15,61,71260,30,1,0,1,11,59604.23,50600,11655.77
New Beetle,2009,150.0,5.0,1,2.0,28,20,873,25990,4,1,0,0,0,22993.22,712757,2996.78
Prius v,2017,134.0,4.0,1,4.0,39,43,2031,28060,13,1,0,2,12,24723.05,837333,3336.95
Q70,2016,330.0,6.0,3,4.0,24,18,190,52000,35,0,0,1,2,45320.02,455073,6679.98
Rogue,2017,170.0,4.0,1,4.0,33,26,2009,29960,0,1,0,2,11,26823.89,728398,3136.11
Pilot,2017,280.0,6.0,1,4.0,27,19,2202,38055,3,1,0,2,11,34736.62,816381,3318.38
Previa,1997,161.0,4.0,0,3.0,20,16,2031,2580,13,1,0,0,8,2285.12,726810,294.88
M3,2016,425.0,6.0,0,4.0,26,17,3916,63500,20,0,1,2,2,52314.85,57661,11185.15
Esteem,2002,122.0,4.0,1,4.0,30,23,481,16599,23,1,0,0,12,15314.11,810141,1284.89
F-250,1999,220.0,8.0,2,4.0,16,12,5657,3908,8,1,1,1,4,3520.13,760772,387.87
MKC,2016,240.0,4.0,1,4.0,29,20,61,46455,30,1,0,0,11,39941.2,463271,6513.8
MKC,2017,240.0,4.0,1,4.0,28,21,61,32720,30,1,0,0,11,30038.9,811647,2681.1
Jimmy,1999,190.0,6.0,2,2.0,19,14,549,2317,14,1,4,0,13,2144.64,703313,172.36
Mark VII,1991,225.0,8.0,0,2.0,22,15,61,2000,30,1,0,1,1,1779.84,748428,220.16
Prius,2015,134.0,4.0,1,4.0,48,51,2031,26985,13,1,0,0,7,23964.19,809988,3020.81
Prius,2017,121.0,4.0,1,4.0,50,54,2031,26735,13,1,0,0,7,24579.73,884358,2155.27
Justy,1992,66.0,3.0,1,2.0,33,28,640,2000,17,1,1,0,5,1835.67,806840,164.33
E-150,1997,200.0,6.0,0,3.0,17,12,5657,2123,8,1,0,2,6,1957.49,695802,165.51
E-150,1998,200.0,6.0,0,3.0,18,13,5657,2079,8,1,0,2,14,1900.41,801907,178.59
F-150,2017,385.0,8.0,0,4.0,22,15,5657,53135,8,3,0,1,9,45178.19,476393,7956.81
Freestar,2005,,6.0,1,4.0,22,16,5657,28030,8,1,0,2,8,26022.03,790473,2007.97
GLA-Class,2017,208.0,4.0,1,4.0,33,24,617,32850,18,0,0,0,11,30382.01,813282,2467.99
GLC-Class,2017,241.0,4.0,0,4.0,28,22,617,39150,18,2,0,2,11,36069.8,741803,3080.2
Lancer Evolution,2014,291.0,4.0,3,4.0,23,17,436,34995,11,0,1,0,2,31952.26,827426,3042.74
LS,2006,280.0,8.0,0,4.0,23,16,61,39285,30,1,0,2,2,36351.42,747924,2933.58
LTD Crown Victoria,1990,150.0,8.0,0,4.0,22,15,5657,2000,8,1,0,1,12,1829.42,721844,170.58
Murcielago,2008,632.0,12.0,3,2.0,13,8,1158,369200,25,0,1,0,0,285430.74,518,83769.26
Mustang,2016,435.0,8.0,0,2.0,25,15,5657,36395,8,2,1,2,1,33359.57,732913,3035.43
Silverado 1500 Classic,2007,295.0,8.0,2,4.0,17,13,1385,28460,5,3,0,1,4,25177.9,830728,3282.1
Grand Voyager,2000,158.0,6.0,1,4.0,23,16,535,2331,33,3,0,1,8,2160.03,906916,170.97
GTI,2013,200.0,4.0,1,4.0,33,24,873,29895,4,2,2,0,7,26499.58,897553,3395.42
MKS,2014,304.0,6.0,1,4.0,28,19,61,38850,30,1,0,1,2,34320.39,825829,4529.61
RAM 150,1991,170.0,8.0,2,2.0,13,10,1851,2000,7,1,1,1,4,1772.22,774148,227.78
RAM 150,1991,125.0,6.0,0,2.0,17,12,1851,2000,7,1,4,1,3,1838.82,813423,161.18
Outlander Sport,2016,168.0,4.0,1,4.0,28,23,436,25995,11,1,0,0,11,22911.59,694444,3083.41
Outlander,2015,224.0,6.0,3,4.0,28,20,436,28195,11,2,0,2,11,24894.03,828736,3300.97
F430,2009,483.0,8.0,0,2.0,16,11,2774,200054,1,0,2,0,1,152388.11,622,47665.89
Festiva,1993,63.0,4.0,1,2.0,38,30,5657,2000,8,1,1,0,5,1829.66,816655,170.34
Fiesta,2015,120.0,4.0,1,4.0,36,28,5657,14455,8,1,1,0,2,13334.46,724445,1120.54
Impala,2016,,6.0,1,4.0,25,17,1385,37570,5,9,0,1,2,33646.72,857209,3923.28
Mustang,2015,310.0,4.0,0,2.0,31,22,5657,34800,8,2,1,2,0,31361.54,911208,3438.46
Mustang,2015,310.0,4.0,0,2.0,31,22,5657,25300,8,2,1,2,1,22768.17,901275,2531.83
Prowler,2001,253.0,6.0,0,2.0,21,15,535,44625,33,0,0,0,0,37806.5,503294,6818.5
RLX,2016,377.0,6.0,3,4.0,32,28,204,65950,28,2,2,2,2,54785.47,43737,11164.53
Roadmaster,1995,260.0,8.0,0,4.0,23,15,155,2000,34,1,0,1,2,1831.99,793113,168.01
Range Rover Evoque,2016,240.0,4.0,3,4.0,30,21,258,45675,16,2,0,0,11,39526.88,516627,6148.12
Forenza,2007,127.0,4.0,1,4.0,28,20,481,13999,23,1,1,0,2,12584.33,899814,1414.67
IS 300,2005,215.0,6.0,0,4.0,23,16,454,31105,36,0,0,0,2,27950.37,733828,3154.63
Jetta GLI,2014,210.0,4.0,1,4.0,33,23,873,27455,4,2,1,2,2,24368.19,823455,3086.81
Range Rover Evoque,2017,240.0,4.0,3,4.0,29,21,258,51000,16,2,0,0,11,44435.39,439674,6564.61
Range Rover Sport,2015,340.0,6.0,2,4.0,23,17,258,68295,16,7,0,2,11,55358.24,69204,12936.76
RX-7,1994,255.0,,0,2.0,23,15,586,8147,2,1,1,0,1,7347.82,716961,799.18
RX-8,2009,232.0,,0,4.0,22,16,586,31000,2,0,1,0,1,28055.51,843373,2944.49
Sienna,2015,266.0,6.0,3,4.0,23,16,2031,37400,13,1,0,1,8,34635.29,885558,2764.71
Sienna,2015,266.0,6.0,1,4.0,25,18,2031,31630,13,1,0,1,8,29364.07,732070,2265.93
Prelude,2000,200.0,4.0,1,2.0,25,20,2202,3407,3,1,1,0,1,3006.92,800726,400.08
RAM 250,1993,230.0,8.0,2,2.0,15,12,1851,2046,7,1,1,1,3,1814.77,749617,231.23
NX 300h,2016,194.0,4.0,3,4.0,30,33,454,41310,36,1,0,2,11,34785.92,518905,6524.08
Regal,2016,259.0,4.0,3,4.0,27,19,155,34325,34,2,0,2,2,30938.45,712583,3386.55
Regal,2017,259.0,4.0,3,4.0,27,19,155,34040,34,2,0,2,2,30836.35,882805,3203.65
RSX,2005,210.0,4.0,1,2.0,28,20,204,23670,28,0,1,0,5,21350.98,798113,2319.02
Sequoia,2016,381.0,8.0,2,4.0,17,13,2031,48550,13,3,0,1,11,41659.79,448747,6890.21
Sequoia,2017,381.0,8.0,2,4.0,17,13,2031,65215,13,3,0,1,11,52228.52,49506,12986.48
Freelander,2005,174.0,6.0,3,2.0,19,16,258,26830,16,1,0,0,13,23615.24,794011,3214.76
G37 Sedan,2010,328.0,6.0,0,4.0,27,19,190,43350,35,2,0,2,2,36907.14,491680,6442.86
GS 350,2015,306.0,6.0,0,4.0,29,19,454,55070,36,0,0,2,2,47644.76,476414,7425.24
GS 350,2015,306.0,6.0,3,4.0,26,19,454,50850,36,0,0,2,2,43980.92,492784,6869.08
Forenza,2008,127.0,4.0,1,4.0,27,19,481,17689,23,1,0,0,12,15788.69,708464,1900.31
Impreza WRX,2013,305.0,4.0,3,4.0,23,17,640,37645,17,0,1,0,2,33421.13,871008,4223.87
Impreza,2015,148.0,4.0,3,4.0,36,27,640,23295,17,1,0,0,7,20744.78,876962,2550.22
New Beetle,2008,150.0,5.0,1,2.0,28,20,873,17475,4,1,1,0,5,15540.41,891581,1934.59
New Beetle,2008,150.0,5.0,1,2.0,28,20,873,23240,4,1,1,0,0,20619.68,804399,2620.32
F-150,2017,282.0,6.0,2,2.0,23,17,5657,31185,8,3,0,1,3,28195.84,752349,2989.16
F-150,2017,325.0,6.0,0,4.0,26,19,5657,42425,8,1,0,1,9,35905.82,503916,6519.18
M30,1992,162.0,6.0,0,2.0,23,17,190,2000,35,1,0,2,1,1859.37,859637,140.63
Montero Sport,2002,165.0,6.0,0,4.0,21,16,436,22777,11,1,0,2,11,20856.73,777648,1920.27
MR2,1994,135.0,4.0,0,2.0,26,19,2031,2000,13,1,1,0,1,1800.1,894339,199.9
Murano,2015,260.0,6.0,1,4.0,28,21,2009,39000,0,1,0,2,11,34884.86,871933,4115.14
Q5,2016,240.0,6.0,3,4.0,31,24,3105,48100,9,4,0,2,11,40337.11,503844,7762.89
Q5,2016,240.0,6.0,3,4.0,31,24,3105,57700,9,4,0,2,11,49544.98,479070,8155.02
Forte,2015,173.0,4.0,1,2.0,33,24,1720,18590,27,1,1,0,1,16413.05,718863,2176.95
Forte,2015,201.0,4.0,1,4.0,29,21,1720,21890,27,1,0,0,7,19545.52,886971,2344.48
H3,2009,242.0,5.0,2,4.0,18,14,130,43130,44,1,0,2,11,37153.4,491085,5976.6
Intrepid,2002,200.0,6.0,1,4.0,26,18,1851,20810,7,1,0,1,2,18828.6,735999,1981.4
Q70,2015,416.0,8.0,3,4.0,23,16,190,67050,35,0,0,1,2,53048.95,57126,14001.05
Q70,2016,330.0,6.0,0,4.0,26,18,190,51350,35,0,0,1,2,43674.46,432505,7675.54
Q7,2014,240.0,6.0,3,4.0,28,19,3105,64900,9,4,0,1,11,51469.43,51128,13430.57
Envoy,2008,300.0,8.0,2,4.0,19,13,549,37105,14,1,0,2,11,33853.65,774867,3251.35
Enzo,2003,660.0,12.0,0,2.0,12,7,2774,643330,1,0,2,0,1,486016.49,565,157313.51
Forenza,2007,127.0,4.0,1,4.0,28,20,481,14349,23,1,1,0,2,13000.43,730446,1348.57
Ram Cargo,2003,175.0,6.0,0,3.0,15,13,1851,20080,7,1,0,2,14,18462.08,811063,1617.92
Ram Pickup 1500,2008,310.0,8.0,0,4.0,17,13,1851,30775,7,1,1,1,9,27125.83,842800,3649.17
Outlander Sport,2017,148.0,4.0,1,4.0,30,24,436,20995,11,1,0,0,11,18890.62,698226,2104.38
Outlander,2015,166.0,4.0,3,4.0,29,24,436,26195,11,1,0,2,11,24002.08,754509,2192.92
